0.2228088701161563,2.97,118.37,47.0
0.05807814149947202,3.08,163.01,14.0
0.6135163674762407,3.47,13.11,6.0
0.20591341077085534,5.0,265.37,44.0
0.5448785638859557,4.9,62.3,18.0
0.7571277719112989,6.54,37.8,47.0
0.0,3.85,58.51,8.0
0.4762407602956706,4.38,315.92,36.0
0.010559662090813094,2.25,323.48,6.0
0.3125659978880676,2.95,33.57,27.0
0.10559662090813095,2.79,72.76,21.0
0.5818373812038016,3.95,58.48,11.0
0.5343189017951426,2.9,103.75,28.0
0.0,2.24,11.87,40.0
0.28616684266103487,2.51,116.4,1.0
0.8046462513199578,8.14,306.19,17.0
0.3706441393875396,6.87,111.68,24.0
0.0791974656810982,2.07,174.6,23.0
0.1795142555438226,4.69,110.81,35.0
0.2006335797254488,3.46,281.27,2.0
0.1795142555438226,2.27,64.77,35.0
0.015839493136219643,1.32,200.22,47.0
0.412882787750792,3.54,93.53,31.0
0.1689545934530095,5.3,199.25,21.0
0.026399155227032737,3.12,139.18,4.0
0.0,3.69,178.5,25.0
0.0,1.48,292.51,12.0
0.28088701161562835,3.51,32.53,43.0
0.6356916578669483,5.63,69.34,17.0
0.27032734952481524,4.69,52.0,10.0
0.1795142555438226,2.27,61.49,28.0
0.7571277719112989,5.28,273.95,35.0
0.14255543822597677,3.66,136.95,5.0
0.031678986272439286,3.9,58.79,15.0
0.03695881731784583,2.85,109.68,34.0
0.5554382259767688,3.89,223.82,11.0
0.14255543822597677,5.17,135.76,42.0
0.5131995776135164,5.99,120.39,28.0
0.3336853220696938,4.88,2.28,3.0
0.03695881731784583,7.64,122.87,42.0
0.14255543822597677,3.76,210.49,1.0
0.005279831045406547,1.2,201.43,25.0
0.15311510031678985,1.97,131.67,28.0
0.11087645195353749,2.67,111.3,32.0
0.0,1.76,146.35,46.0
0.6029567053854277,7.73,298.82,43.0
0.06863780359028512,2.87,27.38,4.0
0.25976768743400214,5.17,170.01,23.0
0.010559662090813094,2.77,38.79,30.0
0.6937697993664204,5.23,68.44,24.0
0.0,1.29,30.6,38.0
0.06863780359028512,3.84,88.79,6.0
0.15311510031678985,4.98,156.26,19.0
0.576557550158395,5.03,79.11,32.0
0.8152059134107709,6.99,40.8,12.0
0.25448785638859556,4.65,97.47,41.0
0.031678986272439286,3.05,59.33,14.0
0.8891235480464625,5.5,81.08,10.0
0.23864836325237596,3.62,101.4,24.0
0.4762407602956706,4.85,134.11,40.0
0.0,2.79,13.86,36.0
0.10559662090813095,3.0,326.45,23.0
0.1900739176346357,2.61,307.92,28.0
0.1900739176346357,3.28,121.07,8.0
0.3706441393875396,3.11,56.56,6.0
0.005279831045406547,1.68,119.2,15.0
0.0,2.09,170.29,42.0
0.7729672650475184,8.51,299.37,17.0
0.06335797254487857,2.4,117.36,32.0
0.12671594508975714,4.48,65.32,12.0
0.6568109820485745,5.3,332.75,48.0
0.010559662090813094,2.22,133.57,27.0
0.5976768743400211,9.05,112.4,14.0
0.05807814149947202,2.97,169.32,32.0
0.18479408658922913,1.74,108.58,24.0
0.18479408658922913,4.21,191.69,17.0
0.9736008447729674,5.45,64.39,14.0
0.052798310454065474,3.89,297.27,46.0
0.296726504751848,3.32,85.36,4.0
0.18479408658922913,2.58,131.26,5.0
0.2439281942977825,2.65,71.31,9.0
0.25448785638859556,5.1,146.47,46.0
0.9577613516367477,11.12,48.9,14.0
0.005279831045406547,3.12,183.68,38.0
0.6293558606124604,4.48,153.59,48.0
0.14255543822597677,3.03,112.22,38.0
0.4498416050686378,6.77,162.05,13.0
0.4023231256599789,4.46,38.33,33.0
0.15311510031678985,2.54,51.96,6.0
0.5871172122492081,3.53,28.21,33.0
0.06335797254487857,2.72,175.06,21.0
0.26504751847940866,3.14,123.41,48.0
0.0,2.16,145.07,15.0
0.16367476240760295,2.57,204.02,1.0
0.0,1.87,117.62,21.0
0.5448785638859557,4.52,87.56,31.0
0.1795142555438226,5.07,287.42,13.0
0.40760295670538543,5.9,104.48,36.0
0.3336853220696938,2.91,73.13,31.0
